tweet_id,tweet,city,year
68,rare see kind doctor nowadays everywhere see hospital demanding huge money poor people need government encourage doctor noble work like abhijeet sir manisha mam,Mumbai,2020
69,compulsory medical certificate government hospital visit mbbs doctor nearby locality take valid,Mumbai,2020
70,bed govt hospital bad condition mumbai mva government totally failed control covid positive case mumbai hope god save mumbai covid government plan totally failed good management positive case treatment mumbai,Mumbai,2020
71,inhuman people dying street government mismanagement government hospital refuse admit udhav ji khechari ho rahi hai pls something nab culprit,Mumbai,2020
72,sir mumbai condition going critical bed available icu private government hospital government best sir mumbai people need yur help,Mumbai,2020
73,madam mumbai condition going critical bed available hospital government dying covid government well mumbai people need yur help,Mumbai,2020
74,detection new case monday count aurangabad district reached meanwhile death yearold man madani chowk due covid reported government medical college hospital monday taking death tally,Mumbai,2020
75,surpassing chaina case yet many official leader taking strick action control rajawadi hospital deadly hospital bed oxygen doctor ward boy icu government kem hospital bed,Mumbai,2020
76,meanwhile yearold resident ram nagar died undergoing treatment government medical college hospital monday morning th death district,Mumbai,2020
77,yes belong doctor family yes taali thali meant doctor indian healthcare system government hospital would collapse resident doctor major request trying harp difficult time,Mumbai,2020
78,much country healthcare system know also would also ask overworked doctor understaffed hospital ever fault take whole pandemic realise government hospital pathetic state,Mumbai,2020
79,know government hospital condition doctor time busy corona patient people face many problem govt hospital saw sion hospital viral video tha main reason behind transfer think sure,Mumbai,2020
80,humid air high temperature mumbai low grade ppe kit given staff government hospital exhausting literally sweat dripping suite ground level condition worst,Mumbai,2020
81,mumbaicity condition getting worst saw condition sion hospital one taking care dead body state government mahavikasaghadi wearetensed stategovernment leader seen hosptial visit,Mumbai,2020
82,breaking news cm maharashtra issued order pvt practitioner doctor mandatory work government covid hospital dr need work day month failing act registration cancelled source abp majha,Mumbai,2020
83,government hospital neglected sector country vote dead count,Mumbai,2020
84,private hospital exploiting episode like anything government hospital like nair father stuck another tangent without doctor nurse ward boy looking anyone pay whatever eansom want need investment health care,Mumbai,2020
85,govt india superior organisation agency india licence issuer authority hospital doctor government hospital maintained per standard private hospital superior govt authority,Mumbai,2020
86,soldier without gun warfield getting substandard ppe mask higher rate request government authority make list authorised dealer provide ppe hospital doctor help fight corona,Mumbai,2020
87,death yearold man jaipurs cufewbound ramganj area sawai man singh government hospital jaipur today covid toll rajasthan increase,Mumbai,2020
88,ppe sold time prize mask others government declare price publicize widely making difficult many doctor hospital buy enough ppe ucan cap drug price hopeucan,Mumbai,2020
89,designated noncovid hospital government private vdrl lab making testing capacity highest country task force specialist doctor minimize death rate treat critically patient,Mumbai,2020
90,list essential testing lab free food hospital delivery government helpline mental wellbeing support senior citizen support accomodation ambulance community kitchen fire brigade distributed district wise kindly rt,Mumbai,2020
91,humble request maharashtra government plz took serious look dr babasaheb ambedkar sathapdi hospital kandivali west mumbai per source video see horrible condition going covid like joke hospital way treating,Mumbai,2020
92,inconvenience caused government hospital incharge number also connecting case doctor look confirmation covid look help patient admitted loose motion vomiting,Mumbai,2020
93,please request please tell clinic operate lockdown situation doctor across bandra west closed private government hospital available covid people,Mumbai,2020
94,johnson office said admission undisclosed london hospital came advice doctor emergency prime minister downing st office said precautionary step johnson remains charge government johnson yr age,Mumbai,2020
95,private doctor medical practitioner still closed despite government order practise practice call perform duty government hospital,Mumbai,2020
96,hospital resident doctor bmc government hospital mumbai frontline fight corona patient increase need protection,Mumbai,2020
97,hospital resident doctor bmc government hospital mumbai frontline fight corona patient increase need protection,Mumbai,2020
98,deeply request since lot sister pregnant proper screening nearby government private hospital facility professional team doctor avail help immediate situation,Mumbai,2020
99,keralas first covid death reported hospital kochi state government source pti,Mumbai,2020
100,deeply request ji since lot sister pregnant proper screening nearby government private hospital facility professional team doctor avail help immediate situation,Mumbai,2020
101,badger army bed hospital corona day doctor army government,Mumbai,2020
102,taj group hotel sending free food doctor government hospital mumbai fine humanitarian act tatacompanies always stand rest time crisis,Mumbai,2020
103,family followed advice sir government essential service provider doctor nurse hospital staff please let know tonight already given payed leave maidservant per turn,Mumbai,2020
104,tremendous clap doctor hospital staff police staff government state centre importantly citizen india selfless effort fight jai hind,Mumbai,2020
105,hat health care department doctor nurse staff hospital around world health ministry central state government authority big applause god bless,Mumbai,2020
106,yogi adityanath give wish rd government anniversary uttar pradesh fact hospital arrangement properly people waiting killed outside hospital lacking bed doctor medicine oxygen fact yogi govt,Mumbai,2020
107,went kasturba test doctor collected information like age travel history symptom exposure positive case basis suggested test lot people angry tested hospital government fooling,Mumbai,2020
108,think fear even quarantined hospital maintain hygiene offer counselling legit fear might recover looking condition hospital government need step help,Mumbai,2020
109,nice see field observation seem condition government hospital need immediate support make better every aspect facility bed proper support team get quick treatment patient,Mumbai,2020
110,hi team government hospital like kem bhabha hospital condition worst citizen sutuation disease bed aavailables proper treatment patient long long line patient stand que treatment making system strong,Mumbai,2020
111,bhai sahab dircharge hospital given doctor government apply logic,Mumbai,2020
112,government pay hour available qualified doctor cannot save baby mata bai ambedkar bmc hospital,Mumbai,2020
113,dr vijayalaxmi baburaddi tungal gynecologist doctor woman daughter staff nurse politician brought government hospital campus joined government hospital surved poor woman influenced honourable pm modijiworking bjp,Mumbai,2020
114,government make following mandatory mp mlas mlcs across india study government school treatment govt hospital food purchase govt store improve condition lot,Mumbai,2020
115,doctor agree quality difference innovator product generic cannot government understand ordering medicine public sector hospital always allot tender company rate,Mumbai,2019
116,late hindi serial hospital doctor resisted idea appointment chief administrative officer pankaj kapoor hangal tanvi azmi starred even government hospital talking,Mumbai,2019
117,everytime come see picture around patient queue two doctor treating condition government hospital india every opd around patient average pls improve,Mumbai,2019
118,government gave clean chit said government hospital paid oxygen supplier led death many child changed mind day dr kafeel khan muslim,Mumbai,2019
119,private hospital success rate government hospital private hospital case go bad send government hospital especially ceasarian section ob gynae excess bleeding case private hospital ill equipped doctor oxygen equipment,Mumbai,2019
120,government hospital people fear government hospital doctor value time patient suffering doctor enjoying home,Mumbai,2019
121,heart go watching grown muzaffarpur left city year back trust condition city hospital detoriated even shame government arrangement save life,Mumbai,2019
122,get doctor overseas doctor find reason beloved child country dying look state road hospital depleted infrastructure please wake government take stern action beg sir really disgusted citizen india,Mumbai,2019
123,government hospital budgetary allocation le expense statue extraneous expenditure introduce auto pay ensure continuous flow medicine hold doctor professional line show sensitivity towards poor,Mumbai,2019
124,supporting attack doctor yes standard patient treated like animal delhi might improved bit aap almost government hospital sordid tale ask anyone one would tell story,Mumbai,2019
125,going land strongly condemn attack doctor inside called safe government hospital premise shameful act doctor family within friend care safety honor,Mumbai,2019
126,hahaha rofl government school municipal kv jnv produce best scholar pvt school pados wali aunty government hospital gold medallist surgeon private manipal doctor twars private banking tamal look direct credit private bank,Mumbai,2019
127,modiji please focus best education government school collage morden facility banned donation system across india hospital try give best facility government hospital well qualified doctor across world morden facility jai hind,Mumbai,2019
128,indian politician never given importance health education hagenic firget doctor even medicine given government hospital adulterated thanks present modiji era something better happening best win modindia,Mumbai,2019
129,yes encourage every minority fight right living majority work living home burden anybody use government hospital school pay doctor teacher anyone provokes careful,Mumbai,2019
130,condition pandit madan mohan malviya shatabdi hospital long queue admission form pay test fee inquiry counter found citizen roaming right direction one model government hospital maharashtra,Mumbai,2019
131,swine flue big illness indian politics twit health condition sympathy prayer every government hospital long queue many patient waiting number treatment government official,Mumbai,2019
132,shatapdi hospital govandi east ward worst condition doctor available opd citizen pain outside doctor cabin medical health care system government maharashtra,Mumbai,2018
133,need address issue sufficient hospital infrastructure adopting public private partnership model government hospital deplorable management state creating quota private leading hospital solution,Mumbai,2018
134,karjat dist raigad government hospital condition bad tweted many time action taken,Mumbai,2018
135,politician treated government hospital region witness drastic change condition health care,Mumbai,2018
136,none voice asked basic question come government doctor pediatrician also ran pediatric hospital city,Mumbai,2018
137,look condition rukmanibai hospital kalyan health care improvement false promise bjp government,Mumbai,2018
138,government must get hospitality hospital transport focus social welfare tax defence external affair inhospitable corrupt babu cannot run ruin hospitality hospital also scrap primitive,Mumbai,2018
139,medical camp private hospital please tell government hospital doctor extraordinary salary benefit,Mumbai,2018
140,patient feedback sion hospital mumbai mah opd time opd still closed citizen come early treatment suffers hospital staff bother time punctuality citizen health condition mumbai government hospital,Mumbai,2018
141,sir need help india govt get disch friend mgm hospital vashi doctor informed evening patient disch also summary discharged given mgm hospital incorrect,Mumbai,2022
142,wrong comment doctor patient relationship public platform one various aspect treatment required medical emergency thing acute sudden life patient danger patient need get admitted good well equipped pvt govt hospital,Mumbai,2022
143,sad plight resident doctor govt hospital deplorable living condition govt hostel make life hell med student,Mumbai,2022
144,make note personal visit even state visit doctor staff state govt hospital deployed good waste time,Mumbai,2022
145,indeed heartening see debate education model condition class room govt pvt school virtual class similar survey happen condition healthcare hospital bijli sadak paani welcome departure hindumuslim nonsense rant,Mumbai,2022
146,connected local corporator mla spoken doctor still situation know duty govt hospital inspect separate audit since hr getting clear picture,Mumbai,2022
147,surprised amount hatred people store doctor comment section news handle nothing radicalise opinion wish somebody made vlogs day indian doctor life govt hospital circulated unfiltered,Mumbai,2022
148,dense head socialist economy may upto mark hv free medical service free govt service citizen govt hospital delhi provided bed doctor peak covid stimulus package,Mumbai,2022
149,bombay society prevention cruelty animal guy pvt animal hospital govt private aided people care doctor staff provide absolutely vry opposite name hold total cruelty disregard animal wellbeing,Mumbai,2022
152,govt say need doctor hospital bed best shut community based nursing home run doctor making fill endless form order renew registration,Mumbai,2022
153,talking govt hospital talking pvt coporate hospital looting ppls day light even doctor friend admit target get surgery done get salary wrost coporate appreciate,Mumbai,2021
154,arey mere bhai someone already dead hospital accept person govt hospital,Mumbai,2021
155,postmortem done nearest govt hospital normal mandatory procedure,Mumbai,2021
156,doctor karkend govt hospital staff hospital say holiday muharram sir query hospital doctor public holiday normal,Mumbai,2021
157,sir ayushman scheme implemented hospital mpjay scheme implemented govt hospital need ration card register pain need operated per doctor diagnosis got request forwarded appeal,Mumbai,2021
158,dean hospital delhi gone record say though many patient died due unavailability oxygen show death head explains govt function,Mumbai,2021
159,harishchandra govt uvach new health minister say death due shortage oxygen hospital lying tv channel bias court spreading rumour trialed past present health minister given padma award bharat ratna,Mumbai,2021
160,see yeh mere desh ki haalat shame politician move commando dis young doctor working rural govt hospital maha mercilessly beaten thanx ramdeo gimmick comedy india bcom primitive unruly state,Mumbai,2021
161,sure shame maoist dead due natural cause super speciality hospital govt hospital yes shame politics,Mumbai,2021
162,make wonder better fall ill train govt hospital even private one paanch kya ek doctor aaney mein bhi aadha ghanta lagta hai,Mumbai,2021
163,exactly administrative authority waiting want goon come bomb govt hospital doctor cannot issue life death fastracked,Mumbai,2021
164,roaring report said delhi govt demanded oxygen time requirement signed hospital doctor lying people dying actually insulting humiliating deceased fake report story run,Mumbai,2021
165,hsis gosha govt hospital achieved remarkable milestone june successfully carried th delivery among pregnant woman kudos doctor nurse staff hospital dr sudhakar minister,Mumbai,2021
166,request look recruitement medical staff particularly doctor govt hospital hospital usually hire doctor limited period mostly year request constitute committee look problem faced young doctor,Mumbai,2021
167,great news please create facility govt medical college hospital trained doctor technician ask big corporate hospital create facility along captive production storage facility,Mumbai,2021
168,better take action student doctor hospital journalist bhakts happy elected state govt,Mumbai,2021
169,right delhi govt plying hospital blocking ventilator cylinder reached brightest death rate pls fact check zubair expose kejriwal,Mumbai,2021
170,bad condition lying hospital bed wife tell kid positivity start pointing bad character govt spreading positivity drink papu mutra every morning every papu tweet cartoon,Mumbai,2021
171,govt silent responsible incident responsible condition govt take strict action hospital staff,Mumbai,2021
172,anyone explain govt medical hospital bakshi nagar jammu worst condition doctor attending covid patitents disaster ward people soo careless resonsible,Mumbai,2021
173,monica ji please ask consult doctor ask bevacilizumab work tocilzumab tough find importantly telangana govt regulated supply prescribed form hospital apply govt committee decide,Mumbai,2021
174,haryana govt implemented job reservation local oxygen producing state also refuse send state covid patient die gurugram hospital run oxygen doctor hide canteen freepressjournal,Mumbai,2021
175,govts fir lucknow hospital wed accusing spreading false rumour shortage oxygen typical style governance remember went highlighting state collusion death baby gpur,Mumbai,2021
176,know surgery price govt hospital private may vastly different would question hospital doctor,Mumbai,2021
177,blame hospital doctor state govt central govt medium crumbling medical infrastructure citizen role,Mumbai,2021
178,repeatedly said retail sale happening maharashtra please speak doctor hospital arrange per state govt rule remdesivir injection provided thru collector drug inspector call toll free,Mumbai,2021
179,could useful looking loved one please visit distributor authorised govt please carry patient aadhar card doctor prescription hospital admit slip report,Mumbai,2021
180,police arrested pharmacist black marketing remdesivir medicine kondhwa probe revealed stolen doctor prescription covid patient purchased remdesivir based govt hospital drugstore probe underwaycrime branch city,Mumbai,2021
181,relative covid patient attack doctor knife inside nanded govt hospital,Mumbai,2021
182,negligence hospital staff every staff trained kind spillage part syllabus cannot blame state govt dean comment staff unaware emergency plan,Mumbai,2021
183,wen whole maha struggling oxygen nasik big oxygen cylinder leak due irresponsible behaviour hospital staff municipal corporation pple dead govt mc responsible playing wid lyf innocent pple,Mumbai,2021
184,true first attack corona govt hv equipped hospital oxigen plant piped oxigen supply room enough time long non starter bearocrats run country condition remain,Mumbai,2021
185,kamal ahmad ansari death row convict central jail passed away due govt medical college hospital today one convict case serial blast anup kumre jail superintendent nagpur central jail,Mumbai,2021
186,sugar coated curfew lockdown stay home stay safe govt nothing friend message rip hospital make run pillar post carona warrior may look like carona vulture venture feel work important death,Mumbai,2021
187,govt take control black money thru demonetisation single tax thru gst govt step act direct distribution hospital doctor check balance time get action way acted last year,Mumbai,2021
188,need build hospital capacity retain doctor much possible problem indian system forgets worst fast make hospital golf course understand importance human life need govt hospital,Mumbai,2021
189,resident doctor govt medical college hospital hold protest district administration alleging shortage oxygen bed remdesivir injection covid case rise district dist administration must treat situation national emergency say doctor,Mumbai,2021
190,late people died corrupt accident mumbai day state govt wake revoke oc bmc revoke provisional oc granted sunrise hospital mumbai,Mumbai,2021
191,know doctor one specie give honorary service govt hospital pleaded free discount treatment,Mumbai,2021
192,vaccination risk priority death redzone job govt death risk redzone area medical need job risk citylocaluser direct public contact people contactgets priority vaccine vip babu pay hospital,Mumbai,2021
193,show ignorance really doctor sr citizen right thanks govt free vaccine govt hospital way frontline worker taken,Mumbai,2021
194,admitted jj largest govt hospital state place thousand talented doctor grow enter govt pvt service later best faculty state,Mumbai,2021
195,vaccination priority highdeath job contactrisk govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff workrisk directpublic contactrisk contactgetspriority vaccine bypay chemistrs,Mumbai,2021
196,vaccination priority highdeath job contactrisk govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff workrisk directpublic contactrisk contactgetspriority vaccine bypay chemistrs,Mumbai,2021
197,vaccination priority highdeath job contactrisk govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff workrisk directpublic contactrisk contactgetspriority vaccine bypay chemistrs,Mumbai,2021
198,vaccination priority highdeath job contactrisk govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff workrisk directpublic contactrisk contactgetspriority vaccine bypay chemistrs,Mumbai,2021
199,vaccination priority highdeath job contactrisk govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff workrisk directpublic contactrisk contactgetspriority vaccine bypay chemistrs,Mumbai,2021
200,vaccination priority highdeath job contactrisk govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff workrisk directpublic contactrisk contactgetspriority vaccine bypay chemistrs,Mumbai,2021
201,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
202,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
203,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
204,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
205,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
206,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser job risk hospital staff direct public contact people contactgets priority vaccine bypaychemist ayfor veccin,Mumbai,2021
207,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgetspriority vaccine bypaychemist ayfor veccin,Mumbai,2021
208,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgetspriority vaccine bypaychemist ayfor veccin,Mumbai,2021
209,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority vaccine bypaychemist ayfor veccin,Mumbai,2021
210,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority vaccine bypaychemist ayfor veccin,Mumbai,2021
211,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
212,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
213,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
214,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
215,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
216,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
218,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
219,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
220,vaccination priority high death job risk people govt babu vvips priority deathrisk mumbailocaluser jobrisk hospital staff direct public contact people contactgets priority bal vaccine bypaychemist,Mumbai,2021
221,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
222,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
223,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
224,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
225,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
226,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
228,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
229,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
230,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
231,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
233,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
234,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
235,vaccination priority high death job risk people govt babu vvips priority death risk patiants hospital staff direct public contact people mumbailocaluser contactgets priority vaccine paychemist,Mumbai,2021
